"county","city","zip","street","price","br","lsqft","bsqft","year","date","long","lat"
"Santa Clara County","Santa Clara",95054,"4390 Watson Circle",848000,3,2178,1590,NA,"2006-01-22",-121.948356,37.398669
"Sonoma County","Healdsburg",95448,"426 North Street #2",253000,2,NA,725,"1972","2004-11-14",NA,NA
"Contra Costa County","Brentwood",94513,"4390 Balfour Road",395000,3,10420,1776,"1947","2004-10-10",-121.709536,37.935311
"Alameda county","Union City",94587,"139 Jasmine Court",680000,5,4149,2675,"2002","2003-10-19",-122.045775,37.592184
"Santa Clara County","North San Jose",95131,"1681 Parkview Green Circle",310000,NA,NA,NA,NA,"2003-09-28",-121.882325,37.379393
"Contra Costa County","San Ramon",94583,"3727 Crow Canyon Road",379000,3,NA,1386,"1987","2003-08-31",-121.952138,37.75735
"San Francisco County","San Francisco",94107,"38 Lusk Street #1",940000,NA,NA,1359,"1995","2003-09-28",NA,NA
"San Francisco County","San Francisco",94114,"4152 25th Street",1100000,NA,2735,1942,NA,"2005-06-19",-122.43289,37.749768
"Santa Clara County","Cupertino",95014,"21088 Tamarind Court",990000,2,11761,NA,NA,"2005-10-09",-122.043171,37.332531
"Sonoma County","Santa Rosa",95403,"2001 Turnberry Court",1095000,4,19166,3628,"1991","2004-04-25",-122.707521,38.496062
"Alameda County","Pleasanton",94566,"4454 Linda Way",647000,3,8000,1379,"1957","2004-08-15",-121.867184,37.656302
"Solano County","Benicia",94510,"427 Sage Court",524000,3,6098,1602,"1983","2005-06-12",-122.169692,38.079092
"Alameda county","Oakland",94610,"551 Jean Street",319000,1,NA,564,"1971","2005-07-17",-122.249276,37.817443
"San Francisco County","San Francisco",94131,"215 Red Rock Way #102J",399000,1,NA,744,"1972","2004-07-25",NA,NA
"Alameda County","Union City",94587,"34357 Torrey Pine Lane",915000,5,3494,2671,NA,"2005-08-07",-122.045775,37.592184
"Sonoma County","Santa Rosa",95407,"512 Court Street",330000,2,871,1171,NA,"2004-06-27",-122.718488,38.4193
"San Francisco County","San Francisco",94123,"318 Avila Street",1535000,2,2996,1320,"1925","2005-12-11",-122.441105,37.804265
"Santa Clara County","Santa Clara",95051,"2479 Borax Drive",429000,3,5227,897,"1955","2004-01-18",-121.982797,37.367307
"Alameda County","Emeryville",94608,"3 Admiral Drive #F372",245000,1,NA,685,"1973","2003-06-01",NA,NA
"San Mateo county","San Bruno",94066,"1331 Shelter Creek Lane",248000,NA,NA,NA,NA,"2004-05-30",-122.425902,37.619195
"Santa Clara County","Santa Clara",95054,"4465 Laird Circle",700500,NA,NA,NA,NA,"2006-05-28",-121.960668,37.39324
"San Mateo County","Pacifica",94044,"1289 Rosita Road",578000,3,1100,1410,"1973","2005-08-21",-122.486361,37.581349
"Alameda County","Dublin",94568,"10868 Glengarry Lane",540000,3,NA,1520,"1996","2004-11-21",-121.955451,37.699198
"Solano County","Vallejo",94590,"7208 Willow Creek Circle",9e+05,NA,4111,NA,NA,"2005-10-23",-122.245719,38.105219
"Santa Clara County","Blossom Hill",95136,"502 White Chapel Avenue",468000,3,1742,1894,NA,"2003-09-21",NA,NA
"San Francisco County","San Francisco",94110,"2838 Folsom Street",579000,NA,NA,NA,NA,"2003-10-12",-122.414197,37.751845
"Santa Clara County","Milpitas",95035,"475 Woodcock Court",5e+05,5,6480,1634,"1965","2003-07-06",-121.901497,37.458296
"Solano County","Vallejo",94590,"315 Hanns Lane",505000,3,9000,1862,"1964","2005-10-09",-122.237264,38.112689
"San Francisco County","San Francisco",94134,"120 Burrows Street #4",320000,2,NA,959,"1980","2003-07-20",NA,NA
"Sonoma County","Rohnert Park",94928,"401 Adrian Court",385000,3,6098,1080,"1960","2004-05-30",-122.705342,38.337829
"Santa Clara County","Milpitas",95035,"104 Parc Place Drive",376000,NA,NA,NA,NA,"2006-03-05",-121.901718,37.419934
"Alameda County","Dublin",94568,"6217 Woodvale Terrace",1440000,5,8481,4005,"2003","2005-08-14",-121.868053,37.723387
"Contra Costa County","Danville",94506,"16 Red Pine Court",1200000,3,29600,3869,"1983","2003-10-05",-121.916763,37.818924
"Solano County","Vacaville",95687,"173 Lakehurst Drive",345500,4,6098,1799,"1974","2004-04-18",-121.954717,38.351286
"Santa Clara County","Milpitas",95035,"2241 Churchill Drive",850000,4,10374,3126,"1984","2003-06-22",-121.897675,37.46424
"Alpine County","San Francisco",94117,"2040 Fell Street #7",527000,1,NA,885,"1925","2004-08-15",NA,NA
"Sonoma County","Petaluma",94954,"1891 Adobe Creek Drive",830000,4,6403,2621,"1991","2005-06-26",-122.58604,38.244346
"Santa Clara County","Almaden",95120,"6051 Cecala Drive",897000,3,10890,1950,"1972","2005-07-24",NA,NA
"Santa Clara County","Evergreen",95135,"3331 Villa Contessa Court",1200000,NA,NA,NA,NA,"2006-03-12",-121.766376,37.314392
"Solano County","Benicia",94510,"590 Lori Drive",540000,3,12196,1312,"1978","2005-03-27",-122.161116,38.063189
"Contra Costa County","Richmond",94801,"642 2nd Street",340000,3,5035,1192,"1947","2005-11-06",-122.367573,37.941313
"Contra Costa County","Martinez",94553,"434 Rodriques Avenue",590000,NA,8609,NA,NA,"2006-05-07",-122.09107,38.015449
"San Mateo County","Burlingame",94010,"1123 Lincoln Avenue",650000,2,5250,1270,"1922","2003-08-03",-122.366683,37.588422
"Sonoma County","Petaluma",94952,"619 Prospect Street",815000,4,13068,NA,NA,"2004-02-29",-122.648432,38.234901
"Contra Costa County","Clayton",94517,"16 Mt. Wilson Way",3e+05,2,2025,966,"1973","2003-05-25",-121.934194,37.940723
"Solano County","Vallejo",94591,"6142 Ashwell Way",5e+05,NA,3457,NA,NA,"2004-11-14",-122.210353,38.099119
"Santa Clara County","Milpitas",95035,"1229 Fallen Leaf Drive",496000,3,5663,1190,"1969","2004-09-19",-121.905585,37.412179
"Alameda County","Berkeley",94708,"12 Ajax Place",3e+06,4,10600,3169,"1990","2005-02-20",-122.249074,37.887385
"Alameda County","Fremont",94536,"38512 Knute Court",685000,4,11136,1652,"1962","2005-01-02",-121.9834,37.559076
"Alameda County","Alameda",94502,"143 Tynebourne Place",653500,3,5000,1809,"1986","2003-11-16",-122.245732,37.744928
"Alameda County","Hayward",94544,"602 Evangeline Way",447000,3,5000,1164,"1955","2004-04-04",-122.035593,37.622364
"Alameda County","Berkeley",94709,"2700 Le Conte Avenue #201",310000,1,NA,709,"1973","2003-12-21",NA,NA
"Alameda county","Oakland",94607,"1431 10th Street",585000,NA,4320,2512,"1992","2005-11-06",-122.293199,37.807839
"Alameda County","San Lorenzo",94580,"16191 Via Arriba",399000,3,5500,1000,"1944","2004-02-08",-122.126062,37.676296
"Santa Clara County","Evergreen",95138,"4379 Red Maple Way",759500,NA,NA,NA,NA,"2004-10-03",-121.805096,37.287379
"Alameda County","Dublin",94568,"7982 Peppertree Road",660000,4,9653,1760,"1966","2004-09-05",-121.943478,37.713604
"Solano County","Rio Vista",94571,"514 California Street",255000,3,7405,1840,"1948","2004-01-11",-121.695435,38.157151
"San Mateo County","Redwood City",94061,"139 Redwood Avenue",885000,3,8250,1300,"1909","2004-11-21",-122.223277,37.474762
"San Mateo County","San Carlos",94070,"20 Winding Way",840000,3,7000,2610,"1964","2004-08-08",-122.280942,37.493842
"San Mateo County","San Bruno",94066,"2701 Berkshire Drive",698000,3,5000,1720,"1962","2004-08-22",-122.452061,37.634223
"Sonoma County","Sonoma",95476,"231 MacArthur Lane",754000,NA,6534,NA,NA,"2004-02-22",-122.454998,38.283565
"Contra Costa County","Moraga",94556,"14 Via Barcelona",850000,4,2880,2577,"1988","2005-12-18",-122.120058,37.857449
"Sonoma County","Healdsburg",95448,"375 Parkland Farms Boulevard",535000,3,4356,1779,NA,"2003-10-26",-122.866413,38.617593
"Santa Clara County","Cambrian",95118,"5386 Hammerton Court",585000,3,6970,1794,"1976","2004-09-12",-121.882254,37.249266
"Alameda County","Albany",94706,"555 Pierce Street \#1145",417000,1,NA,1040,"1977","2005-03-27",-122.307743,37.895536
"Contra Costa County","Pleasant Hill",94523,"123 Woodsworth Lane",559000,3,NA,1563,"1982","2005-09-25",-122.063349,37.949854
"San Mateo County","Foster City",94404,"249 Curlew Court",769500,4,5510,2250,"1965","2003-05-25",-122.263462,37.569614
"Contra Costa county","Discovery Bay",94514,"2891 Cherry Hills Drive",386500,3,5800,2212,"1990","2003-11-09",-121.606622,37.906386
"Solano County","Vacaville",95687,"500 Arcadia Drive",192000,1,688,687,"1983","2005-04-03",-121.955135,38.359915
"Alameda County","Pleasanton",94566,"328 Mission Drive",5e+05,NA,12350,1888,"1968","2003-06-08",-121.876059,37.651125
"Contra Costa County","Discovery Bay",94514,"112 Galley Court",343000,3,6514,1706,"1996","2003-09-07",-121.62811,37.892293
"Napa County","American Canyon",94503,"76 White Oak Drive",613500,NA,NA,NA,NA,"2005-01-16",-122.24111,38.166286
"Contra Costa County","Pittsburg",94565,"366 Yosemite Drive",451000,3,5005,1428,"1956","2006-05-28",-121.888055,38.002561
"Alameda County","Livermore",94550,"705 Traviso Circle",793000,NA,NA,NA,NA,"2003-06-29",-121.789772,37.650989
"Santa Clara County","Blossom Valley",95123,"5742 Playa Del Rey \#1",330000,2,8276,810,"1970","2005-11-27",NA,NA
"San Mateo County","San Carlos",94070,"1447 Alameda",627000,3,6150,1310,"1947","2003-05-25",-122.259528,37.487001
"Contra Costa County","Pittsburg",94565,"222 Caspian Court",456000,4,11131,1629,NA,"2004-10-17",-121.892491,38.015021
"Sonoma county","Santa Rosa",95407,"937 Aussie Avenue",576000,4,3090,2052,NA,"2005-11-27",-122.761131,38.427234
"Solano County","Vacaville",95688,"322 Bald Eagle Drive",353000,4,5609,1725,"1995","2003-06-15",-121.978395215789,38.3907595964093
"Santa Clara County","Blossom Valley",95123,"242 Herlong Avenue",655000,4,5227,1400,"1966","2005-11-13",NA,NA
"Solano County","Fairfield",94533,"1000 Evergreen Court",332500,3,6969,1548,"1985","2003-08-31",-122.016075,38.283379
"Santa Clara County","Blossom Valley",95136,"3352 City Lights Place",545000,2,871,1285,"1997","2006-05-07",NA,NA
"Santa Clara County","Morgan Hill",95037,"477 Rio Oro Court",515000,3,3049,1742,"1998","2004-05-02",-121.652375,37.137333
"Santa Clara County","Almaden",95120,"1485 Bullion Court",790000,3,4356,2388,"1987","2004-11-28",NA,NA
"Contra Costa County","Walnut Creek",94596,"1140 Glengarry Drive",675000,2,3128,1417,"1976","2005-10-16",-122.024343,37.878215
"Contra Costa county","Brentwood",94513,"536 Montana Street",308000,NA,NA,NA,NA,"2004-01-18",-121.68624,37.933909
"San Mateo county","Redwood City",94062,"530 Oak Ridge Drive",676000,2,6072,830,"1948","2005-01-30",-122.249009,37.468343
"Solano County","Vacaville",95688,"507 Azalea Way",240000,3,5662,1329,"1958","2004-04-25",-122.000772,38.353224
"Santa Clara County","Los Altos Hills",94022,"12640 Corte Madera Lane",2650000,4,45302,2804,"1961","2005-09-04",-122.136917,37.37676
"Contra Costa County","Antioch",94509,"25 Sunset Drive \#A",490000,4,7440,1430,"1951","2005-06-26",-121.802856,37.999004
"Marin County","Novato",94947,"13 Libra Drive",335000,2,4500,1112,"1973","2004-01-18",-122.621284,38.111026
"Contra Costa County","Concord",94520,"2021 Solano Way",465000,2,10000,756,"1943","2005-06-19",-122.046855,37.990849
"Napa County","American Canyon",94503,"420 Poppyfield Drive",445000,NA,NA,NA,NA,"2003-08-31",-122.26038,38.157572
"Santa Clara County","Evergreen",95122,"2007 Tobago Avenue",390000,3,2614,1061,"1976","2004-05-23",-121.840553,37.322477
"Santa Clara County","Almaden",95120,"1096 Micro Place",1240000,5,9148,2945,"1987","2005-09-25",NA,NA
"Alameda County","Oakland",94610,"321 Warwick Avenue #202",350000,NA,NA,1099,"1966","2005-01-16",NA,NA
"Santa Clara County","Evergreen",95122,"2247 Denair Avenue",274500,4,4792,1350,"1978","2004-07-11",-121.836966,37.319676
"San Mateo County","Menlo Park",94025,"2091 Camino A Los Cerros",2228000,2,6336,810,"1920","2005-12-18",-122.210179,37.436049
"Santa Clara County","Los Altos",94022,"431 University Avenue",1078000,3,42689,1351,"1930","2006-04-09",-122.118065,37.374606
"Contra Costa County","Walnut Creek",94597,"2633 Oak Road #F",312500,2,NA,886,"1985","2004-07-04",NA,NA
"Santa Clara County","Milpitas",95035,"1670 Mt. Rainier Avenue",475000,4,5227,1451,"1965","2003-11-23",-121.872636,37.426015
"Contra Costa County","San Pablo",94806,"2856 18th Street",320000,3,3000,1068,"1979","2004-12-05",-122.346773,37.972288
"Contra Costa County","Martinez",94553,"510 Webster Drive",625000,3,8320,1366,"1971","2005-05-08",-122.104467,37.958577
"Santa Clara County","Saratoga",95070,"12115 Plumas Drive",945000,3,5663,1827,"1972","2005-01-16",-122.023972,37.293036
"San Francisco County","San Francisco",94112,"44 San Gabriel Avenue",650000,2,3131,1275,"1924","2004-12-05",-122.438424,37.728988
"Alameda County","Oakland",94605,"8406 Dowling Street",255000,2,3075,964,"1925","2003-06-29",-122.167534,37.758777
"Alameda County","Livermore",94551,"4108 Pinon Way",335000,3,5094,1224,"1987","2003-06-01",-121.750877,37.713769
"Santa Clara County","Santa Clara",95050,"2201 Monroe Street #501",288000,1,2614,853,"1978","2004-04-11",NA,NA
"Alameda County","Oakland",94605,"2521 84th Avenue",380000,3,3500,1248,"1926","2005-07-03",-122.164851,37.760583
"Solano County","Benicia",94510,"543 Hastings Drive",515000,4,9147,1735,"1977","2004-11-07",-122.156158,38.06336
"Santa Clara County","Evergreen",95121,"2967 Towers Lane",415000,2,6534,816,"1942","2004-09-26",-121.816895,37.309835
"Alameda County","Livermore",94551,"5161 Crocus Way",549000,2,7865,1036,"1963","2006-04-09",-121.741383,37.712709
"Santa Clara County","Santa Clara",95051,"848 Pepper Tree Lane",569000,4,6970,1806,"1956","2004-02-15",-121.983079,37.339309
"Contra Costa County","Richmond",94806,"3104 Parker Road",4e+05,3,7000,1299,"1961","2005-02-13",-122.322305,37.971254
"Contra Costa County","San Pablo",94806,"1725 Emeric Avenue",320000,3,3150,1004,"1943","2004-11-07",-122.352869,37.954232
"Contra Costa County","Brentwood",94513,"575 Garland Way",924000,5,11700,3170,"1995","2005-04-24",-121.724367,37.93399
"Alameda County","Oakland",94602,"2920 Brookdale Avenue",640000,3,7480,1971,"1912","2006-02-12",-122.216833,37.79243
"Santa Clara County","Campbell",95008,"260 Sondra Way",515000,3,6402,1373,"1957","2003-07-13",-121.963958,37.290391
"Alameda County","Fremont",94536,"3369 Worthing Court",528000,3,6300,2130,"1964","2004-02-29",-121.999488,37.558501
"Napa County","Napa",94558,"2046 West Park Avenue",711000,4,25265,1476,"1942","2005-06-12",-122.308162,38.311019
"Alameda County","Dublin",94568,"10704 Ian Lane",615000,3,NA,1387,"1997","2005-05-29",-121.957181,37.699051
"Alameda County","Berkeley",94702,"1420 Peralta Avenue",8e+05,2,4375,1113,"1925","2005-04-10",-122.28891,37.878558
"Contra Costa County","Kensington",94707,"172 Ardmore Road",859000,3,5428,1723,"1915","2004-05-02",-122.280752,37.903242
"Santa Clara County","Blossom Valley",95136,"336 Vista Roma Way",684500,NA,NA,NA,NA,"2005-10-30",NA,NA
"Alameda County","San Leandro",94578,"13906 Rose Drive",560000,3,7140,1215,"1947","2005-08-21",-122.142198,37.711644
"Alameda County","Oakland",94608,"854 37th Street",390000,4,5880,1507,"1910","2004-05-23",-122.274073,37.827111
"Solano County","Vallejo",94591,"3009 Hayman Avenue",185500,4,8183,1306,NA,"2003-07-20",-122.220396,38.097239
"Contra Costa County","Concord",94520,"1731 Ellis Street #52",190000,1,NA,645,"1969","2004-04-25",NA,NA
"Solano County","Vacaville",95687,"336 Spruce Court",379000,3,8712,1000,"1973","2006-03-19",-121.944158,38.364774
"Contra Costa County","Antioch",94509,"2246 Renwick Lane",215000,2,NA,1039,"1988","2004-04-11",-121.802225,37.992421
"Alameda County","Dublin",94568,"3718 Oakhurst Way",825000,5,5904,3148,NA,"2004-03-14",-121.865522,37.719773
"Santa Clara County","Campbell",95008,"1699 Silacci Drive",740000,4,5663,1322,"1963","2005-08-07",-121.981006,37.271932
"Solano County","Fairfield",94534,"1056 Mission Circle",480000,3,4948,1820,"1988","2005-09-04",-122.141224,38.184676
"Contra Costa County","Walnut Creek",94598,"2100 Belford Drive",965000,4,10070,2270,"1969","2006-01-08",-122.026188,37.91878
"Santa Clara County","Blossom Hill",95123,"256 Belden Drive",549000,3,4792,1617,"1963","2004-12-19",NA,NA
"Santa Clara County","Gilroy",95020,"1407 Longmeadow Drive",645000,5,6300,2590,"1989","2004-11-21",-121.609299,37.028357
"Contra Costa county","Concord",94518,"1434 Davis Avenue",795000,4,11242,2305,"1965","2005-11-13",-122.018539,37.970683
"Alameda county","Hayward",94544,"24281 Clarendale Street",360000,3,4140,1156,"1940","2004-08-01",-122.087978,37.660401
"Alameda County","Pleasanton",94588,"8048 Golden Eagle Way",2075000,5,47480,4328,"1995","2004-12-05",-121.905209,37.639144
"Santa Clara County","Cambrian",95118,"1604 Willowdale Drive",483000,4,6100,1703,"1960","2003-08-17",-121.900566,37.265267
"Santa Clara County","Mountain View",94040,"1858 Limetree Lane",9e+05,4,8276,1881,"1961","2004-06-13",-122.095153,37.369589
"Santa Clara County","Evergreen",95135,"6097 Montgomery Court",380000,2,2178,1307,"1973","2003-12-21",-121.755051,37.288324
"Santa Clara County","Campbell",95008,"2175 Vizcaya Circle",735000,3,3049,2396,"1995","2003-08-03",-121.936225,37.273148
"Contra Costa County","Brentwood",94513,"2640 Ranchwood Drive",495000,NA,NA,NA,NA,"2004-06-27",-121.748579,37.924797
"Alameda county","Fremont",94538,"39109 Guardino Drive \#138",410000,NA,NA,NA,NA,"2005-09-11",-121.969917,37.558174
"Alameda County","San Lorenzo",94580,"17051 Via Arroyo",468000,4,5046,1495,"1950","2004-09-26",-122.119998,37.679048
"Contra Costa County","El Sobrante",94803,"774 El Patio Street",568500,4,7200,1529,"1964","2005-11-20",-122.310497,37.976676
"Alameda County","Oakland",94619,"3621 Loma Vista Avenue",391500,2,4560,1135,"1916","2003-10-12",-122.199188,37.792382
"Solano County","Vallejo",94591,"1201 Glen Cove Parkway",227000,2,924,976,"1992","2003-06-29",-122.221507,38.069423
"Santa Clara County","Sunnyvale",94087,"418 Crescent Avenue #8",390000,2,1500,1310,"1982","2003-09-28",NA,NA
"Contra Costa County","Martinez",94553,"413 Fig Tree Lane",630000,3,7500,1679,"1983","2005-06-05",-122.120081,38.000588
"San Mateo County","Foster City",94404,"1101 Bounty Drive",771000,2,6365,1530,"1969","2004-08-29",-122.270321,37.554335
"Solano County","Fairfield",94533,"2528 Withrow Lane",450000,3,5024,1605,"2002","2005-05-01",-122.037019,38.269582
"Solano County","Vallejo",94591,"4134 Sheffield Way",443500,NA,4128,NA,NA,"2003-11-23",-122.177743,38.157324
"Contra Costa County","Richmond",94801,"2200 Hellings Avenue",430000,2,5000,802,"1949","2005-11-27",-122.348472,37.948081
"Alameda County","Oakland",94605,"2339 Dashwood Avenue",340000,2,4520,1615,"1938","2005-01-02",-122.17712,37.762313
"Sonoma County","Santa Rosa",95403,"2374 Iroquois Street",435000,NA,1742,NA,NA,"2006-03-12",-122.741825,38.455836
